PLAYER_ID,GAME_ID,GAME_DATE,PLAYER_NAME,TEAM_ABBREVIATION,MATCHUP,WL,MIN,PTS,AST,REB,STL,BLK,OREB,DREB,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA
1642964,22500001,2025-10-21,Brooks Barnhizer,OKC,OKC vs. HOU,W,2,0,0,0,0,0,0,0,,0,0,,0,0
1642959,22500001,2025-10-21,Chris Youngblood,OKC,OKC vs. HOU,W,0,0,0,0,0,0,0,0,,0,0,,0,0
1641717,22500001,2025-10-21,Cason Wallace,OKC,OKC vs. HOU,W,42,14,5,7,4,0,1,6,0.5,3,8,0.375,1,2
1631119,22500001,2025-10-21,Jaylin Williams,OKC,OKC vs. HOU,W,13,2,1,0,1,0,0,0,0.2,0,4,0.0,0,0
1631096,22500001,2025-10-21,Chet Holmgren,OKC,OKC vs. HOU,W,38,28,2,7,0,0,2,5,0.647,2,5,0.4,4,4
1630598,22500001,2025-10-21,Aaron Wiggins,OKC,OKC vs. HOU,W,21,10,1,1,0,0,0,1,0.5,2,5,0.4,0,0
1629652,22500001,2025-10-21,Luguentz Dort,OKC,OKC vs. HOU,W,45,6,5,6,1,0,2,4,0.167,0,8,0.0,2,2
1628983,22500001,2025-10-21,Shai Gilgeous-Alexander,OKC,OKC vs. HOU,W,47,35,5,5,2,2,0,5,0.462,1,9,0.111,10,14
1627936,22500001,2025-10-21,Alex Caruso,OKC,OKC vs. HOU,W,30,8,3,2,2,1,0,2,0.333,2,6,0.333,0,0
1642263,22500001,2025-10-21,Reed Sheppard,HOU,HOU @ OKC,L,28,9,4,2,1,1,1,1,0.273,2,7,0.286,1,2
1641708,22500001,2025-10-21,Amen Thompson,HOU,HOU @ OKC,L,39,18,5,4,1,1,2,2,0.471,0,7,0.0,2,2
1631095,22500001,2025-10-21,Jabari Smith Jr.,HOU,HOU @ OKC,L,42,16,0,5,1,0,3,2,0.467,2,6,0.333,0,0
1630578,22500001,2025-10-21,Alperen Sengun,HOU,HOU @ OKC,L,49,39,7,11,2,1,4,7,0.5,5,8,0.625,10,11
1629006,22500001,2025-10-21,Josh Okogie,HOU,HOU @ OKC,L,20,8,1,2,0,1,1,1,0.333,1,3,0.333,5,6
203991,22500001,2025-10-21,Clint Capela,HOU,HOU @ OKC,L,8,4,0,0,1,0,0,0,1.0,0,0,,2,2
203500,22500001,2025-10-21,Steven Adams,HOU,HOU @ OKC,L,37,4,3,13,0,0,5,8,0.25,0,0,,2,2
201142,22500001,2025-10-21,Kevin Durant,HOU,HOU @ OKC,L,47,23,3,9,0,0,0,9,0.563,0,4,0.0,5,6
1631222,22500002,2025-10-21,Jake LaRavia,LAL,LAL vs. GSW,L,16,5,0,3,0,0,2,1,0.5,1,2,0.5,0,2
1627741,22500002,2025-10-21,Buddy Hield,GSW,GSW @ LAL,W,22,17,0,1,1,0,0,1,0.545,5,10,0.5,0,0
1629637,22500002,2025-10-21,Jaxson Hayes,LAL,LAL vs. GSW,L,14,4,1,6,0,0,2,4,0.667,0,0,,0,0
202710,22500002,2025-10-21,Jimmy Butler III,GSW,GSW @ LAL,W,35,31,4,5,1,0,2,3,0.5,1,2,0.5,16,16
203110,22500002,2025-10-21,Draymond Green,GSW,GSW @ LAL,W,28,8,9,7,1,2,1,6,0.5,1,3,0.333,1,3
1629216,22500002,2025-10-21,Gabe Vincent,LAL,LAL vs. GSW,L,29,3,1,0,1,0,0,0,0.25,1,4,0.25,0,0
1630228,22500002,2025-10-21,Jonathan Kuminga,GSW,GSW @ LAL,W,33,17,6,9,1,0,3,6,0.545,4,6,0.667,1,2
1629029,22500002,2025-10-21,Luka Dončić,LAL,LAL vs. GSW,L,41,43,9,12,2,1,0,12,0.63,2,10,0.2,7,10
201143,22500002,2025-10-21,Al Horford,GSW,GSW @ LAL,W,20,5,1,5,0,0,0,5,0.286,1,4,0.25,0,0
1642349,22500001,2025-10-21,Ajay Mitchell,OKC,OKC vs. HOU,W,15,16,2,2,0,1,1,1,0.5,3,6,0.5,1,1
1629060,22500002,2025-10-21,Rui Hachimura,LAL,LAL vs. GSW,L,35,9,3,4,0,0,0,4,0.5,3,6,0.5,0,0
1630611,22500002,2025-10-21,Gui Santos,GSW,GSW @ LAL,W,3,0,0,0,0,0,0,0,,0,0,,0,0
1642954,22500002,2025-10-21,Will Richard,GSW,GSW @ LAL,W,14,5,1,1,1,0,1,0,1.0,1,1,1.0,0,0
1627780,22500002,2025-10-21,Gary Payton II,GSW,GSW @ LAL,W,12,6,1,2,1,1,1,1,0.5,0,1,0.0,0,0
1631106,22500001,2025-10-21,Tari Eason,HOU,HOU @ OKC,L,22,3,0,6,0,1,0,6,0.167,1,4,0.25,0,0
1641764,22500002,2025-10-21,Brandin Podziemski,GSW,GSW @ LAL,W,33,7,2,7,1,0,1,6,0.429,1,4,0.25,0,0
1629028,22500002,2025-10-21,Deandre Ayton,LAL,LAL vs. GSW,L,34,10,0,6,0,1,2,4,0.714,0,0,,0,2
1629020,22500002,2025-10-21,Jarred Vanderbilt,LAL,LAL vs. GSW,L,12,0,0,3,1,0,0,3,0.0,0,2,0.0,0,0
1630559,22500002,2025-10-21,Austin Reaves,LAL,LAL vs. GSW,L,36,26,9,5,2,0,1,4,0.563,1,5,0.2,7,10
201939,22500002,2025-10-21,Stephen Curry,GSW,GSW @ LAL,W,32,23,4,1,3,1,0,1,0.429,3,9,0.333,8,8
203935,22500002,2025-10-21,Marcus Smart,LAL,LAL vs. GSW,L,23,9,0,0,1,0,0,0,0.5,0,3,0.0,3,4
1642366,22500002,2025-10-21,Quinten Post,GSW,GSW @ LAL,W,9,0,1,2,0,0,0,2,,0,0,,0,0
1628392,22500001,2025-10-21,Isaiah Hartenstein,OKC,OKC vs. HOU,W,37,6,5,8,2,0,5,3,0.4,0,1,0.0,2,2
1642883,22500080,2025-10-22,Sion James,CHA,CHA vs. BKN,W,17,2,2,4,0,1,1,3,0.333,0,1,0.0,0,0
1642851,22500080,2025-10-22,Kon Knueppel,CHA,CHA vs. BKN,W,25,11,1,5,0,0,0,5,0.667,3,4,0.75,0,0
1642275,22500080,2025-10-22,Tidjane Salaün,CHA,CHA vs. BKN,W,17,10,1,4,0,0,0,4,0.571,2,3,0.667,0,0
1641750,22500080,2025-10-22,Ryan Kalkbrenner,CHA,CHA vs. BKN,W,27,10,1,11,0,2,5,6,0.833,0,0,,0,0
1631217,22500080,2025-10-22,Moussa Diabaté,CHA,CHA vs. BKN,W,21,13,0,9,1,1,4,5,0.714,0,0,,3,4
1630544,22500080,2025-10-22,Tre Mann,CHA,CHA vs. BKN,W,21,12,6,3,1,0,1,2,0.571,2,3,0.667,2,3
1629012,22500080,2025-10-22,Collin Sexton,CHA,CHA vs. BKN,W,17,15,3,1,1,0,0,1,0.444,1,2,0.5,6,7
1628970,22500080,2025-10-22,Miles Bridges,CHA,CHA vs. BKN,W,31,18,4,11,1,0,2,9,0.545,3,6,0.5,3,4
1641783,22500081,2025-10-22,Tristan da Silva,ORL,ORL vs. MIA,W,18,16,0,1,0,0,0,1,0.625,3,5,0.6,3,4
1641710,22500081,2025-10-22,Anthony Black,ORL,ORL vs. MIA,W,23,7,3,3,0,1,0,3,0.333,1,2,0.5,0,0
1631094,22500081,2025-10-22,Paolo Banchero,ORL,ORL vs. MIA,W,35,24,1,11,1,1,0,11,0.412,1,3,0.333,9,12
1630591,22500081,2025-10-22,Jalen Suggs,ORL,ORL vs. MIA,W,17,14,2,4,2,0,0,4,0.857,2,3,0.667,0,0
1630532,22500081,2025-10-22,Franz Wagner,ORL,ORL vs. MIA,W,36,24,6,4,2,0,0,4,0.529,2,5,0.4,4,6
1629048,22500081,2025-10-22,Goga Bitadze,ORL,ORL vs. MIA,W,19,8,4,8,1,1,3,5,0.75,0,1,0.0,2,2
1628976,22500081,2025-10-22,Wendell Carter Jr.,ORL,ORL vs. MIA,W,30,9,1,8,1,1,5,3,0.4,0,1,0.0,5,5
1628371,22500081,2025-10-22,Jonathan Isaac,ORL,ORL vs. MIA,W,7,0,0,1,1,0,0,1,0.0,0,1,0.0,0,0
1626145,22500081,2025-10-22,Tyus Jones,ORL,ORL vs. MIA,W,24,0,3,2,0,1,1,1,0.0,0,3,0.0,0,0
1642278,22500003,2025-10-22,Tyler Kolek,NYK,NYK vs. CLE,W,14,7,2,1,0,0,0,1,0.5,1,3,0.333,0,0
1641998,22500003,2025-10-22,Trey Jemison III,NYK,NYK vs. CLE,W,8,0,0,2,0,0,1,1,,0,0,,0,0
1630574,22500003,2025-10-22,Ariel Hukporti,NYK,NYK vs. CLE,W,18,2,2,5,0,1,1,4,0.5,0,0,,0,0
1630540,22500003,2025-10-22,Miles McBride,NYK,NYK vs. CLE,W,26,15,1,2,1,0,1,1,0.571,4,6,0.667,3,4
1629013,22500003,2025-10-22,Landry Shamet,NYK,NYK vs. CLE,W,14,9,1,2,1,0,0,2,0.5,2,3,0.667,3,3
1628973,22500003,2025-10-22,Jalen Brunson,NYK,NYK vs. CLE,W,34,23,5,4,0,0,0,4,0.278,1,9,0.111,12,13
1628969,22500003,2025-10-22,Mikal Bridges,NYK,NYK vs. CLE,W,33,16,6,5,3,2,1,4,0.545,1,3,0.333,3,3
1628384,22500003,2025-10-22,OG Anunoby,NYK,NYK vs. CLE,W,38,24,2,14,3,1,2,12,0.529,4,9,0.444,2,4
1627824,22500003,2025-10-22,Guerschon Yabusele,NYK,NYK vs. CLE,W,12,0,0,1,0,0,1,0,0.0,0,1,0.0,0,0
1626157,22500003,2025-10-22,Karl-Anthony Towns,NYK,NYK vs. CLE,W,31,19,2,11,0,0,1,10,0.417,1,4,0.25,8,9
203903,22500003,2025-10-22,Jordan Clarkson,NYK,NYK vs. CLE,W,13,4,1,1,0,0,1,0,0.286,0,2,0.0,0,0
1642962,22500080,2025-10-22,Drake Powell,BKN,BKN @ CHA,L,7,2,0,2,0,0,0,2,1.0,0,0,,0,0
1642879,22500080,2025-10-22,Ben Saraf,BKN,BKN @ CHA,L,20,8,4,7,0,0,1,6,0.286,0,3,0.0,4,6
1642856,22500080,2025-10-22,Egor Dëmin,BKN,BKN @ CHA,L,22,14,2,5,1,0,0,5,0.667,4,6,0.667,2,2
1642849,22500080,2025-10-22,Nolan Traore,BKN,BKN @ CHA,L,9,3,1,0,2,0,0,0,0.333,1,2,0.5,0,0
1641730,22500080,2025-10-22,Noah Clowney,BKN,BKN @ CHA,L,20,5,2,4,0,0,2,2,0.167,1,3,0.333,2,2
1631213,22500080,2025-10-22,Tyrese Martin,BKN,BKN @ CHA,L,26,5,5,3,2,0,3,0,0.25,1,5,0.2,0,0
1630592,22500080,2025-10-22,Jalen Wilson,BKN,BKN @ CHA,L,15,8,0,0,0,0,0,0,0.6,2,4,0.5,0,0
1630560,22500080,2025-10-22,Cam Thomas,BKN,BKN @ CHA,L,24,15,2,1,0,1,0,1,0.222,0,2,0.0,11,13
1630549,22500080,2025-10-22,Day'Ron Sharpe,BKN,BKN @ CHA,L,14,14,0,4,1,2,1,3,0.857,1,2,0.5,1,2
1630533,22500080,2025-10-22,Ziaire Williams,BKN,BKN @ CHA,L,15,1,1,3,1,0,1,2,0.0,0,2,0.0,1,2
1629651,22500080,2025-10-22,Nic Claxton,BKN,BKN @ CHA,L,23,17,2,4,0,0,2,2,0.667,0,1,0.0,1,2
1629611,22500080,2025-10-22,Terance Mann,BKN,BKN @ CHA,L,19,13,1,1,1,0,1,0,0.667,2,3,0.667,3,3
1629008,22500080,2025-10-22,Michael Porter Jr.,BKN,BKN @ CHA,L,25,12,5,4,0,0,1,3,0.333,2,7,0.286,0,2
1642276,22500081,2025-10-22,Kel'el Ware,MIA,MIA @ ORL,L,14,7,0,4,1,1,1,3,0.6,1,2,0.5,0,0
1641796,22500081,2025-10-22,Pelle Larsson,MIA,MIA @ ORL,L,4,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0
1631323,22500081,2025-10-22,Simone Fontecchio,MIA,MIA @ ORL,L,19,13,1,2,0,0,1,1,0.667,1,3,0.333,0,0
1631170,22500081,2025-10-22,Jaime Jaquez Jr.,MIA,MIA @ ORL,L,30,13,1,6,2,0,1,5,0.857,0,1,0.0,1,2
1631107,22500081,2025-10-22,Nikola Jović,MIA,MIA @ ORL,L,23,9,0,3,1,0,0,3,0.333,2,3,0.667,3,4
1630696,22500081,2025-10-22,Dru Smith,MIA,MIA @ ORL,L,13,2,5,1,1,0,0,1,0.25,0,1,0.0,0,0
1630558,22500081,2025-10-22,Davion Mitchell,MIA,MIA @ ORL,L,35,16,12,6,2,1,2,4,0.467,2,6,0.333,0,0
1628389,22500081,2025-10-22,Bam Adebayo,MIA,MIA @ ORL,L,34,15,2,12,0,0,3,9,0.308,1,5,0.2,6,7
1626181,22500081,2025-10-22,Norman Powell,MIA,MIA @ ORL,L,36,28,4,9,1,1,2,7,0.474,4,8,0.5,6,7
203952,22500081,2025-10-22,Andrew Wiggins,MIA,MIA @ ORL,L,32,18,1,4,1,1,0,4,0.5,1,5,0.2,5,7
1642878,22500003,2025-10-22,Tyrese Proctor,CLE,CLE @ NYK,L,16,5,2,1,0,0,0,1,0.4,1,3,0.333,0,0
1642281,22500003,2025-10-22,Jaylon Tyson,CLE,CLE @ NYK,L,20,5,1,2,0,1,1,1,0.5,1,3,0.333,0,0
1641854,22500003,2025-10-22,Craig Porter Jr.,CLE,CLE @ NYK,L,7,2,1,0,0,0,0,0,0.5,0,1,0.0,0,0
1630596,22500003,2025-10-22,Evan Mobley,CLE,CLE @ NYK,L,36,22,3,8,3,1,0,8,0.444,4,8,0.5,2,5
1630241,22500003,2025-10-22,Sam Merrill,CLE,CLE @ NYK,L,28,19,1,3,0,0,1,2,0.545,5,10,0.5,2,2
1629731,22500003,2025-10-22,Dean Wade,CLE,CLE @ NYK,L,28,10,0,2,1,1,0,2,1.0,3,3,1.0,1,2
1628386,22500003,2025-10-22,Jarrett Allen,CLE,CLE @ NYK,L,28,4,1,4,2,0,0,4,0.25,0,0,,2,4
1628366,22500003,2025-10-22,Lonzo Ball,CLE,CLE @ NYK,L,23,3,6,4,0,0,1,3,0.143,1,7,0.143,0,0
1626204,22500003,2025-10-22,Larry Nance Jr.,CLE,CLE @ NYK,L,17,10,1,6,0,0,1,5,0.571,2,2,1.0,0,0
1641842,22500084,2025-10-22,Ronald Holland II,DET,DET @ CHI,L,27,19,3,4,2,1,0,4,0.6,1,4,0.25,6,6
1641709,22500084,2025-10-22,Ausar Thompson,DET,DET @ CHI,L,33,11,7,9,1,1,0,9,0.625,0,0,,1,3
1631105,22500084,2025-10-22,Jalen Duren,DET,DET @ CHI,L,20,15,1,6,1,2,4,2,0.583,0,0,,1,2
1630595,22500084,2025-10-22,Cade Cunningham,DET,DET @ CHI,L,34,23,10,7,1,0,2,5,0.333,1,6,0.167,6,10
1630194,22500084,2025-10-22,Paul Reed,DET,DET @ CHI,L,3,3,0,0,0,1,0,0,1.0,1,1,1.0,0,0
1630191,22500084,2025-10-22,Isaiah Stewart,DET,DET @ CHI,L,25,20,2,10,0,4,5,5,0.571,2,2,1.0,2,2
1629750,22500084,2025-10-22,Javonte Green,DET,DET @ CHI,L,10,0,0,0,1,1,0,0,0.0,0,0,,0,0
1629130,22500084,2025-10-22,Duncan Robinson,DET,DET @ CHI,L,32,2,0,0,0,0,0,0,0.143,0,5,0.0,0,0
1627747,22500084,2025-10-22,Caris LeVert,DET,DET @ CHI,L,21,8,2,1,1,0,0,1,0.429,1,3,0.333,1,2
202699,22500084,2025-10-22,Tobias Harris,DET,DET @ CHI,L,34,10,4,9,1,0,2,7,0.333,1,3,0.333,1,1
1642860,22500086,2025-10-22,Will Riley,WAS,WAS @ MIL,L,4,2,1,1,1,0,0,1,1.0,0,0,,0,0
1642848,22500086,2025-10-22,Tre Johnson,WAS,WAS @ MIL,L,26,16,2,5,1,1,2,3,0.455,4,8,0.5,2,2
1642358,22500086,2025-10-22,AJ Johnson,WAS,WAS @ MIL,L,2,0,1,1,0,0,0,1,,0,0,,0,0
1642273,22500086,2025-10-22,Kyshawn George,WAS,WAS @ MIL,L,32,21,4,9,1,2,1,8,0.467,3,6,0.5,4,8
1642267,22500086,2025-10-22,Bub Carrington,WAS,WAS @ MIL,L,29,11,2,5,1,0,0,5,0.444,3,4,0.75,0,0
1642259,22500086,2025-10-22,Alex Sarr,WAS,WAS @ MIL,L,26,10,3,11,0,0,1,10,0.5,0,0,,0,2
1641774,22500086,2025-10-22,Tristan Vukcevic,WAS,WAS @ MIL,L,2,0,0,0,0,0,0,0,,0,0,,0,0
1641715,22500086,2025-10-22,Cam Whitmore,WAS,WAS @ MIL,L,19,14,1,5,0,0,2,3,0.5,1,5,0.2,1,1
1630557,22500086,2025-10-22,Corey Kispert,WAS,WAS @ MIL,L,18,11,1,1,0,1,0,1,0.5,3,7,0.429,0,0
1630551,22500086,2025-10-22,Justin Champagnie,WAS,WAS @ MIL,L,6,0,1,3,0,0,3,0,0.0,0,1,0.0,0,0
1630536,22500086,2025-10-22,Sharife Cooper,WAS,WAS @ MIL,L,2,0,0,0,0,0,0,0,,0,0,,0,0
1630264,22500086,2025-10-22,Anthony Gill,WAS,WAS @ MIL,L,2,2,0,0,0,0,0,0,1.0,0,0,,0,0
1628963,22500086,2025-10-22,Marvin Bagley III,WAS,WAS @ MIL,L,15,1,1,3,1,0,1,2,,0,0,,1,2
203468,22500086,2025-10-22,CJ McCollum,WAS,WAS @ MIL,L,29,9,3,6,0,0,2,4,0.286,0,6,0.0,1,1
203114,22500086,2025-10-22,Khris Middleton,WAS,WAS @ MIL,L,29,23,3,6,0,0,1,5,0.643,3,5,0.6,2,3
1642914,22500085,2025-10-22,Javon Small,MEM,MEM vs. NOP,W,19,0,3,0,0,1,0,0,0.0,0,2,0.0,0,0
1642907,22500085,2025-10-22,Cedric Coward,MEM,MEM vs. NOP,W,22,14,1,3,2,1,0,3,1.0,0,0,,4,4
1642377,22500085,2025-10-22,Jaylen Wells,MEM,MEM vs. NOP,W,28,14,4,3,1,0,0,3,0.5,4,8,0.5,2,5
1642285,22500085,2025-10-22,Cam Spencer,MEM,MEM vs. NOP,W,12,7,2,0,0,0,0,0,0.5,2,3,0.667,1,2
1641765,22500085,2025-10-22,Olivier-Maxence Prosper,MEM,MEM vs. NOP,W,15,10,0,5,0,0,1,4,0.6,0,1,0.0,4,4
1630583,22500085,2025-10-22,Santi Aldama,MEM,MEM vs. NOP,W,24,5,2,6,1,2,1,5,0.286,0,3,0.0,1,3
1629723,22500085,2025-10-22,John Konchar,MEM,MEM vs. NOP,W,8,0,1,3,0,0,0,3,,0,0,,0,0
1629630,22500085,2025-10-22,Ja Morant,MEM,MEM vs. NOP,W,29,35,3,3,1,0,0,3,0.65,2,6,0.333,7,8
1629111,22500085,2025-10-22,Jock Landale,MEM,MEM vs. NOP,W,25,10,0,4,0,2,2,2,0.429,1,3,0.333,3,4
1628991,22500085,2025-10-22,Jaren Jackson Jr.,MEM,MEM vs. NOP,W,27,18,1,8,0,6,2,6,0.5,0,4,0.0,4,4
203484,22500085,2025-10-22,Kentavious Caldwell-Pope,MEM,MEM vs. NOP,W,31,15,3,4,0,0,0,4,0.25,2,7,0.286,9,9
1642419,22500082,2025-10-22,Jamison Battle,TOR,TOR @ ATL,W,9,2,0,3,0,0,1,2,0.333,0,2,0.0,0,0
1642367,22500082,2025-10-22,Jonathan Mogbo,TOR,TOR @ ATL,W,11,4,0,4,0,0,1,3,0.5,0,0,,0,0
1642347,22500082,2025-10-22,Jamal Shead,TOR,TOR @ ATL,W,19,10,5,2,1,0,1,1,0.6,1,2,0.5,3,4
1641711,22500082,2025-10-22,Gradey Dick,TOR,TOR @ ATL,W,24,21,0,5,1,0,1,4,0.6,2,4,0.5,7,8
1630572,22500082,2025-10-22,Sandro Mamukelashvili,TOR,TOR @ ATL,W,17,7,3,4,0,1,0,4,0.5,1,1,1.0,0,0
1630567,22500082,2025-10-22,Scottie Barnes,TOR,TOR @ ATL,W,32,22,9,6,1,2,0,6,0.643,0,0,,4,4
1630534,22500082,2025-10-22,Ochai Agbaji,TOR,TOR @ ATL,W,20,4,1,3,2,0,1,2,0.4,0,3,0.0,0,0
1630193,22500082,2025-10-22,Immanuel Quickley,TOR,TOR @ ATL,W,29,13,8,4,1,0,0,4,0.417,0,7,0.0,3,4
1629628,22500082,2025-10-22,RJ Barrett,TOR,TOR @ ATL,W,30,25,5,8,2,0,2,6,0.75,2,4,0.5,5,5
1627751,22500082,2025-10-22,Jakob Poeltl,TOR,TOR @ ATL,W,22,14,2,6,0,1,3,3,0.875,0,0,,0,1
1627742,22500082,2025-10-22,Brandon Ingram,TOR,TOR @ ATL,W,27,16,3,9,2,0,2,7,0.438,0,2,0.0,2,3
1641748,22500086,2025-10-22,Andre Jackson Jr.,MIL,MIL vs. WAS,W,2,0,0,0,0,0,0,0,,0,0,,0,0
1631260,22500086,2025-10-22,AJ Green,MIL,MIL vs. WAS,W,27,11,1,3,0,0,0,3,0.667,3,5,0.6,0,0
1631157,22500086,2025-10-22,Ryan Rollins,MIL,MIL vs. WAS,W,29,9,3,4,2,0,2,2,0.222,1,6,0.167,4,4
1630579,22500086,2025-10-22,Jericho Sims,MIL,MIL vs. WAS,W,2,2,0,0,0,0,0,0,,0,0,,2,2
1630175,22500086,2025-10-22,Cole Anthony,MIL,MIL vs. WAS,W,12,9,5,2,0,1,0,2,0.8,1,2,0.5,0,0
1629645,22500086,2025-10-22,Kevin Porter Jr.,MIL,MIL vs. WAS,W,9,10,2,0,1,0,0,0,0.6,2,3,0.667,2,2
1629599,22500086,2025-10-22,Amir Coffey,MIL,MIL vs. WAS,W,13,2,2,0,0,0,0,0,1.0,0,0,,0,0
1629018,22500086,2025-10-22,Gary Trent Jr.,MIL,MIL vs. WAS,W,24,17,2,4,2,0,0,4,0.5,5,11,0.455,0,0
1628398,22500086,2025-10-22,Kyle Kuzma,MIL,MIL vs. WAS,W,23,12,3,4,2,2,0,4,0.5,0,2,0.0,2,2
1627752,22500086,2025-10-22,Taurean Prince,MIL,MIL vs. WAS,W,22,11,2,1,1,0,0,1,0.8,3,4,0.75,0,0
1626171,22500086,2025-10-22,Bobby Portis,MIL,MIL vs. WAS,W,17,2,1,6,0,0,1,5,0.167,0,0,,0,0
1626167,22500086,2025-10-22,Myles Turner,MIL,MIL vs. WAS,W,29,11,5,8,0,3,1,7,0.333,2,8,0.25,1,2
203914,22500086,2025-10-22,Gary Harris,MIL,MIL vs. WAS,W,2,0,0,0,0,0,0,0,,0,0,,0,0
203648,22500086,2025-10-22,Thanasis Antetokounmpo,MIL,MIL vs. WAS,W,2,0,0,0,0,0,0,0,0.0,0,0,,0,0
203507,22500086,2025-10-22,Giannis Antetokounmpo,MIL,MIL vs. WAS,W,27,37,5,14,0,0,2,12,0.615,1,3,0.333,4,7
1641824,22500084,2025-10-22,Matas Buzelis,CHI,CHI vs. DET,W,34,21,1,6,0,3,2,4,0.583,0,3,0.0,7,7
1631207,22500084,2025-10-22,Dalen Terry,CHI,CHI vs. DET,W,6,0,0,0,0,0,0,0,0.0,0,0,,0,0
1630581,22500084,2025-10-22,Josh Giddey,CHI,CHI vs. DET,W,29,19,11,5,0,1,1,4,0.417,1,2,0.5,8,11
1630245,22500084,2025-10-22,Ayo Dosunmu,CHI,CHI vs. DET,W,27,14,2,5,0,0,2,3,0.429,2,5,0.4,0,0
1630200,22500084,2025-10-22,Tre Jones,CHI,CHI vs. DET,W,32,12,8,1,3,0,0,1,0.625,1,1,1.0,1,2
1630188,22500084,2025-10-22,Jalen Smith,CHI,CHI vs. DET,W,14,2,1,5,0,0,1,4,0.0,0,5,0.0,2,2
1630172,22500084,2025-10-22,Patrick Williams,CHI,CHI vs. DET,W,17,4,0,4,1,2,0,4,0.5,1,2,0.5,1,2
1630171,22500084,2025-10-22,Isaac Okoro,CHI,CHI vs. DET,W,23,0,4,5,0,0,1,4,0.0,0,0,,0,0
1628989,22500084,2025-10-22,Kevin Huerter,CHI,CHI vs. DET,W,27,15,0,5,1,2,1,4,0.364,2,6,0.333,5,6
202696,22500084,2025-10-22,Nikola Vučević,CHI,CHI vs. DET,W,33,28,2,14,1,0,4,10,0.611,4,6,0.667,2,2
1642852,22500085,2025-10-22,Derik Queen,NOP,NOP @ MEM,L,15,3,0,5,0,1,1,4,0.25,0,1,0.0,1,2
1642847,22500085,2025-10-22,Jeremiah Fears,NOP,NOP @ MEM,L,18,17,2,0,0,0,0,0,0.7,0,1,0.0,3,3
1642274,22500085,2025-10-22,Yves Missi,NOP,NOP @ MEM,L,23,5,1,7,1,1,3,4,0.5,0,0,,1,2
1641722,22500085,2025-10-22,Jordan Hawkins,NOP,NOP @ MEM,L,17,8,1,4,0,0,0,4,1.0,2,2,1.0,2,2
1630621,22500085,2025-10-22,Hunter Dickinson,NOP,NOP @ MEM,L,5,2,0,0,0,1,0,0,0.5,0,0,,0,0
1630530,22500085,2025-10-22,Trey Murphy III,NOP,NOP @ MEM,L,32,13,3,7,0,0,2,5,0.333,1,6,0.167,2,2
1630529,22500085,2025-10-22,Herbert Jones,NOP,NOP @ MEM,L,36,17,3,9,3,1,3,6,0.429,3,5,0.6,2,2
1630180,22500085,2025-10-22,Saddiq Bey,NOP,NOP @ MEM,L,30,13,3,6,1,0,3,3,0.417,1,5,0.2,2,4
1629673,22500085,2025-10-22,Jordan Poole,NOP,NOP @ MEM,L,31,17,2,0,0,0,0,0,0.429,3,7,0.429,2,2
1629627,22500085,2025-10-22,Zion Williamson,NOP,NOP @ MEM,L,33,27,5,9,5,0,5,4,0.476,0,0,,7,12
1642258,22500082,2025-10-22,Zaccharie Risacher,ATL,ATL vs. TOR,L,21,16,0,2,0,1,2,0,0.538,2,6,0.333,0,0
1631243,22500082,2025-10-22,Mouhamed Gueye,ATL,ATL vs. TOR,L,5,0,0,0,0,1,0,0,,0,0,,0,0
1630811,22500082,2025-10-22,Keaton Wallace,ATL,ATL vs. TOR,L,9,0,0,0,1,0,0,0,,0,0,,0,0
1630700,22500082,2025-10-22,Dyson Daniels,ATL,ATL vs. TOR,L,23,4,2,3,2,0,1,2,0.5,0,1,0.0,0,0
1630552,22500082,2025-10-22,Jalen Johnson,ATL,ATL vs. TOR,L,35,22,8,7,1,1,0,7,0.538,0,2,0.0,8,10
1630168,22500082,2025-10-22,Onyeka Okongwu,ATL,ATL vs. TOR,L,30,18,1,6,0,0,2,4,0.667,1,2,0.5,1,1
1629638,22500082,2025-10-22,Nickeil Alexander-Walker,ATL,ATL vs. TOR,L,28,10,4,4,1,1,1,3,0.133,1,5,0.2,5,6
1629027,22500082,2025-10-22,Trae Young,ATL,ATL vs. TOR,L,34,22,5,1,1,0,0,1,0.357,1,7,0.143,11,13
1628379,22500082,2025-10-22,Luke Kennard,ATL,ATL vs. TOR,L,30,6,3,4,1,0,0,4,0.286,1,5,0.2,1,1
204001,22500082,2025-10-22,Kristaps Porziņģis,ATL,ATL vs. TOR,L,26,20,2,7,0,2,2,5,0.417,4,7,0.571,6,6
1642846,22500087,2025-10-22,Ace Bailey,UTA,UTA vs. LAC,W,20,2,2,4,0,0,1,3,0.2,0,2,0.0,0,0
1642383,22500087,2025-10-22,Walter Clayton Jr.,UTA,UTA vs. LAC,W,18,10,5,6,2,0,3,3,0.5,1,3,0.333,1,1
1642271,22500087,2025-10-22,Kyle Filipowski,UTA,UTA vs. LAC,W,25,9,5,4,0,1,2,2,0.4,1,6,0.167,0,0
1642262,22500087,2025-10-22,Cody Williams,UTA,UTA vs. LAC,W,2,0,0,0,0,0,0,0,,0,0,,0,0
1641729,22500087,2025-10-22,Brice Sensabaugh,UTA,UTA vs. LAC,W,23,20,2,4,1,0,0,4,0.538,3,7,0.429,3,3
